f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
3.9004,-10.5818,-13.7169,12.6171,16.1729,9.3199,-5.565,-12.9989,5.4825,-3.259,3
3.7419,-11.6041,-11.9321,12.3641,15.3916,12.1129,-5.8599,-10.1024,6.6542,-3.9446,3
3.3927,-9.1325,-12.1519,13.7339,14.2169,9.2596,-5.6618,-13.9054,5.1727,-3.9749,3
2.4799,-10.7705,-14.0304,11.8886,14.3729,8.7748,-6.4922,-14.1812,5.0802,-0.0771,3
4.9676,-9.324,-13.4912,14.305,12.9679,8.803,-6.9754,-10.7073,6.697,-1.8474,3
5.8232,-9.2655,-12.5141,13.8402,12.0755,7.9105,-5.9435,-12.1394,6.4116,-2.7972,3
3.3324,-9.7514,-12.8562,13.4912,11.8632,5.8601,-7.2742,-12.8665,3.7593,-1.8789,3
4.8615,-8.7952,-12.349,14.9445,12.582,8.5667,-4.9393,-12.7816,4.8973,0.9982,3
3.3695,-7.2388,-15.7834,12.5203,14.5822,9.3925,-8.9449,-12.4142,9.2365,-1.4251,3
4.133,-10.8502,-12.6835,13.4481,15.6472,10.8824,-5.2503,-11.9634,3.0083,-4.3664,3
3.3492,-8.5723,-11.0508,12.132,11.7051,10.6514,-7.0836,-14.4354,4.7865,-2.5621,3
5.2066,-8.5858,-14.1545,15.5635,14.1565,10.8432,-3.8708,-12.4637,6.384,-2.4056,3
4.6215,-9.7489,-11.608,15.7537,14.7898,9.1117,-5.9768,-16.5054,4.4578,-0.3966,3
4.6812,-10.9861,-12.8016,13.1827,15.0034,12.5648,-4.7989,-13.0751,5.4094,0.3075,3
1.1133,-10.8069,-11.9835,15.4081,14.8824,8.3419,-5.0568,-11.4484,6.0532,-1.941,3
3.3058,-11.2455,-9.3281,13.7021,14.7917,8.9251,-4.5936,-14.0175,2.9086,-1.8411,3
6.3074,-8.0718,-14.2611,14.2407,13.015,9.8915,-5.105,-10.6801,3.1785,-3.6938,3
3.113,-11.4329,-14.713,13.8744,12.5949,12.6384,-6.6613,-12.4752,5.9733,-4.0574,3
3.9891,-9.3721,-13.5724,13.8775,14.6114,11.4047,-2.1112,-13.6621,3.581,-1.6413,3
0.108,-8.9102,-12.8788,14.0175,13.5136,9.6344,-5.1532,-11.7698,3.5093,-1.5374,3
6.0073,-9.5229,-12.8429,15.8066,12.8505,10.5864,-6.6568,-10.44,6.7241,-2.4138,3
2.8274,-8.4176,-15.8316,12.8037,14.8996,8.7898,-5.6593,-15.1316,4.2453,-0.7762,3
2.0998,-11.838,-11.456,14.2401,12.3362,9.4597,-7.4455,-12.2985,5.791,-3.0082,3
4.3398,-8.5382,-12.6531,14.0875,11.7897,11.2952,-5.9986,-13.4727,5.7457,-0.6772,3
3.9949,-11.5113,-11.912,13.3756,14.7208,8.0496,-4.2927,-11.7958,7.3102,-4.0977,3
1.1242,-10.2443,-10.847,16.4108,12.6363,9.3315,-5.6289,-10.9926,6.8544,-3.467,3
3.3232,-12.8971,-11.8323,12.9586,12.1609,9.7507,-6.4164,-10.1776,4.1881,1.539,3
4.5082,-7.9527,-14.5917,16.1493,12.1501,8.9372,-3.9046,-11.3097,3.6682,-0.0923,3
3.7363,-10.5086,-15.3615,14.1187,13.7238,9.4864,-8.2394,-12.6978,6.2474,1.0193,3
2.9184,-7.7193,-11.8674,13.8172,12.4504,7.7962,-4.9353,-12.8596,4.6039,-2.0663,3
2.9806,-8.5331,-13.8067,14.6684,14.6285,6.7409,-5.4198,-16.0715,4.1842,-1.1008,3
3.2104,-12.5361,-14.7272,9.5532,11.9551,10.1205,-6.6977,-11.8149,5.5475,-1.7466,3
4.761,-10.1886,-11.6824,9.7506,15.6361,7.3168,-7.471,-13.1268,7.1528,-3.1294,3
2.2425,-11.3268,-12.6654,14.582,16.5254,12.8516,-4.8863,-11.5214,3.701,1.0685,3
3.5495,-10.3179,-12.4672,12.512,10.4625,10.1096,-3.8479,-11.2345,5.5164,-1.7755,3
3.4848,-9.6718,-13.1395,13.5046,16.3015,9.9603,-5.7039,-11.081,6.5159,-0.3764,3
2.091,-10.6051,-14.2688,14.6167,15.0458,7.3421,-5.2753,-10.0115,5.174,-1.3245,3
4.3221,-11.8651,-12.8205,15.3747,13.0791,10.5006,-5.8208,-13.0816,5.3822,-2.5846,3
1.8939,-10.2658,-12.9458,13.2175,13.5709,9.5909,-5.0645,-13.786,5.1484,-4.7557,3
2.9831,-9.6585,-12.1938,13.6977,14.7912,9.3498,-6.8749,-13.7437,5.1325,-2.9448,3
3.0468,-10.6221,-12.4198,13.54,14.6402,9.9155,-6.1311,-12.2473,6.2794,1.8735,3
1.7426,-9.8216,-14.842,13.4352,12.9579,9.0721,-5.6286,-12.8039,2.8514,0.3429,3
4.4853,-10.0801,-14.3906,13.5941,14.5104,10.4069,-4.5683,-10.4938,2.9157,-2.2524,3
4.716,-11.2697,-11.2196,16.1821,15.7558,10.2443,-6.5328,-11.6474,3.5078,-2.9671,3
2.1601,-9.7913,-13.6367,13.859,15.2857,8.1873,-5.6387,-12.6938,5.8122,-0.7662,3
4.6082,-8.8788,-12.4275,11.3362,12.3471,8.0157,-5.3237,-14.0063,6.0333,-1.3987,3
0.3228,-11.5157,-11.4826,14.5127,12.6934,7.6996,-9.5371,-9.8629,5.5886,1.0302,3
2.9388,-9.4604,-11.7115,15.9248,14.7205,9.2555,-5.8197,-13.6386,4.9542,-1.7186,3
5.2992,-10.5293,-11.4545,13.3438,15.8343,10.267,-4.9478,-10.6016,6.7767,-0.1997,3
6.424,-7.4589,-12.3488,12.8039,14.5186,6.3626,-4.6181,-13.6599,7.2107,1.175,3
1.0499,-9.9597,-14.6451,10.8741,13.8095,10.2047,-4.73,-11.8389,3.0306,-1.6104,3
0.9875,-12.0248,-14.5437,15.0413,14.7868,9.7358,-7.1555,-12.6515,3.4718,0.251,3
6.5222,-9.0494,-11.9508,13.2281,11.5398,7.986,-6.5597,-12.6477,4.6039,-1.7238,3
1.9511,-6.6327,-15.0965,14.7975,13.5762,9.9461,-5.0994,-11.8343,3.8269,-2.2935,3
3.48,-9.7246,-14.5832,15.4034,10.2286,8.8767,-7.2436,-11.7966,7.0521,-3.9059,3
6.7568,-9.5815,-12.4759,11.3069,13.8991,10.7094,-5.5467,-11.8595,5.4492,-3.8624,3
1.1508,-8.1303,-11.725,15.012,12.7347,9.0156,-4.0139,-13.9128,7.2218,-2.6752,3
1.9435,-9.9322,-14.724,10.6212,14.083,10.0533,-4.0387,-11.1594,8.4751,0.2462,3
4.3335,-9.1813,-11.2033,10.147,13.2489,6.4642,-4.8669,-13.184,10.0565,-2.5723,3
3.3859,-10.4877,-13.7817,11.5968,12.0487,5.9827,-5.0434,-12.7068,8.4274,-3.6616,3
5.4408,-7.5259,-11.1329,13.8188,13.4617,11.166,-7.0488,-11.6638,5.4614,-3.1326,3
3.6434,-8.7715,-14.4447,14.1567,10.6254,7.6782,-6.5476,-11.5338,6.831,-1.6712,3
4.0762,-10.1251,-12.4413,13.9944,13.2054,8.7189,-4.9614,-9.3517,7.3372,-3.4891,3
1.538,-10.6877,-12.9001,13.539,15.8294,11.1946,-5.8531,-12.4114,6.3021,-0.2006,3
4.055,-10.5316,-13.9668,11.8007,14.2592,10.1866,-4.7593,-10.3422,7.7475,-3.8579,3
3.8335,-9.2254,-13.1594,12.224,16.1359,8.369,-9.1504,-12.0397,5.1702,0.9911,3
3.9609,-10.3422,-13.3437,13.154,17.2947,10.2651,-7.9723,-12.4365,5.4915,-3.4568,3
0.5519,-8.9909,-14.2554,15.3397,13.9813,8.5405,-9.4867,-10.2364,5.9673,-2.4677,3
1.8909,-7.4856,-14.6448,12.9136,14.8236,11.4281,-6.1861,-13.1721,5.3669,-0.4387,3
4.9204,-11.947,-12.876,11.3152,15.2953,9.8855,-7.2434,-9.7686,6.0295,-1.4576,3
2.9577,-9.8963,-13.6207,12.3548,15.8127,8.5128,-6.6512,-12.2638,7.6638,-0.0987,3
2.6341,-8.0441,-12.8863,12.2014,13.2548,11.3118,-2.7373,-11.5901,4.6772,-1.9828,3
2.0827,-10.8094,-14.121,13.3476,14.15,9.0297,-6.1936,-10.9291,5.1832,-2.0429,3
2.9615,-7.5693,-13.7853,14.361,12.8464,9.7768,-5.0422,-10.4434,4.9506,-3.4664,3
2.0504,-8.4375,-9.9258,14.7182,12.0758,10.4529,-7.2773,-12.5936,5.8078,-1.2624,3
3.3245,-10.7859,-11.4585,12.6752,15.8507,7.2129,-5.5383,-13.9091,4.2759,-2.5649,3
5.5073,-7.9222,-11.7371,13.5165,14.251,11.1516,-4.8096,-12.0428,7.757,-0.5736,3
3.59,-10.5727,-13.8723,12.9623,14.6544,10.5056,-8.028,-14.9897,4.0998,-2.4069,3
5.0203,-10.3049,-12.6663,14.0934,12.4336,11.4418,-6.8588,-9.7301,5.3377,-2.3017,3
1.5602,-9.5883,-9.6669,14.0869,14.3746,8.252,-4.9736,-11.8334,5.4327,-1.0532,3
0.5026,-10.0351,-14.844,13.5099,12.8827,8.2682,-7.8617,-10.3963,4.5104,-2.7318,3
5.5223,-9.0323,-16.1004,15.5446,16.4408,11.5835,-4.8593,-13.7224,5.4532,-3.9681,3
1.9273,-11.5506,-13.989,13.7125,13.3016,8.5201,-6.2979,-9.8206,8.7726,-2.4715,3
3.7305,-11.1462,-11.897,12.7519,12.9023,12.2543,-7.8957,-15.7491,6.6292,-2.3469,3
2.2574,-5.7868,-11.9531,13.3788,12.9071,9.9206,-8.4609,-12.844,5.4713,-1.4752,3
3.0127,-10.9241,-11.6675,10.9891,13.5521,8.475,-4.3438,-12.7582,6.1835,-1.2959,3
0.4737,-9.9827,-15.6626,13.9935,12.8735,11.0319,-6.1327,-13.2249,7.3268,-3.1033,3
4.5684,-9.183,-13.5966,11.4626,15.8315,10.0026,-7.0195,-11.7029,7.0362,-1.6274,3
3.5839,-8.3363,-10.7426,13.2872,11.9628,7.2981,-6.8981,-13.4722,3.0033,0.9763,3
4.0185,-10.67,-13.0972,10.787,15.7049,6.3275,-5.0965,-14.8275,4.906,0.0686,3
0.7754,-10.1073,-12.1068,14.1628,14.0742,9.9956,-6.7778,-9.1706,3.1111,-0.0523,3
3.5106,-8.9586,-11.8566,14.3,12.7524,8.8225,-8.039,-12.5176,6.0108,-0.8847,3
3.8135,-12.5169,-13.8917,12.4732,12.0037,7.998,-5.8597,-9.9492,4.0974,-3.4887,3
2.3271,-9.3781,-11.2129,13.3368,11.8001,7.4023,-5.5792,-10.577,8.2506,-3.569,3
3.436,-11.429,-14.3964,11.9916,13.4676,7.9285,-2.1433,-12.7594,7.0087,-2.7847,3
6.5762,-9.3757,-11.7931,12.5799,15.4336,9.7543,-6.4301,-13.6897,5.1707,-2.2801,3
4.5299,-10.2326,-15.9308,14.4358,15.9087,6.7528,-3.1545,-9.9749,4.5807,-3.4712,3
4.8058,-11.9388,-14.051,11.4939,13.9778,11.4497,-5.2992,-10.5427,4.9993,-1.6495,3
1.3867,-10.0296,-14.1674,13.2262,13.6254,8.7803,-2.7003,-9.4185,7.6512,0.8972,3
5.3553,-9.9178,-13.2358,13.8197,13.6529,7.6919,-5.4167,-14.419,5.7335,-3.2876,3
3.1048,-9.5975,-13.5777,11.0058,12.1869,9.9393,-6.6978,-11.2286,5.5415,-2.0922,3
3.7478,-10.8966,-12.4479,12.8373,17.7734,7.551,-6.3975,-12.5452,3.4992,-0.7067,3
2.5833,-13.4539,-12.0058,12.5123,13.8116,10.2672,-6.4086,-12.6292,9.224,-5.026,3
1.2974,-11.5224,-10.3649,12.4996,14.3293,8.5408,-4.9568,-12.0889,5.9066,0.1354,3
3.8868,-10.9869,-12.5804,17.0945,14.8164,9.4798,-7.9174,-10.9832,6.8353,-1.3263,3
3.3975,-5.6355,-11.7653,15.3266,14.0693,9.0545,-4.9134,-12.2687,5.4513,-1.1006,3
2.4571,-9.5537,-12.9283,14.9171,13.052,6.252,-6.3275,-11.4739,6.9732,-2.8347,3
4.0395,-8.1815,-11.9216,12.2806,12.9441,9.9044,-3.4236,-12.0486,5.279,-3.8499,3
2.6799,-10.9571,-13.0077,11.1973,13.4761,7.7385,-4.4512,-13.3586,4.6685,-1.3722,3
2.5458,-6.3451,-11.6527,13.4924,14.5211,5.7188,-4.014,-11.302,5.4173,-0.9467,3
4.2581,-10.5088,-12.4782,15.0397,14.6513,8.873,-5.4166,-9.9965,6.703,-3.54,3
4.1064,-9.203,-11.3023,13.5158,13.415,7.1997,-6.9035,-10.2579,5.8239,-1.9451,3
5.1698,-8.2499,-14.1521,15.2681,11.4811,9.9412,-5.3496,-10.3452,6.0985,-2.1623,3
2.978,-5.8444,-12.9245,14.3622,10.9372,8.0109,-5.0834,-14.4916,6.3511,-2.8831,3
1.6756,-10.9775,-10.7571,13.9667,12.6033,10.4149,-4.617,-12.6418,6.9658,-0.2853,3
4.5033,-10.8949,-14.817,10.9273,12.9857,8.7002,-6.2912,-12.1406,8.1265,-2.3048,3
3.1532,-12.6107,-9.7065,11.4927,12.9087,10.2955,-5.4923,-9.6051,6.607,-1.9174,3
4.7925,-8.1423,-14.0387,14.9111,13.6356,9.0967,-5.6472,-12.641,4.8751,-0.3183,3
0.9329,-11.4767,-12.0364,13.3572,15.4562,9.7888,-7.8621,-11.9756,6.3288,-1.4444,3
2.5239,-10.2952,-13.8886,11.4788,11.7749,9.837,-7.1688,-11.2064,4.6344,-3.7651,3
2.6144,-6.7427,-13.1919,14.4354,14.2222,7.1441,-3.6881,-12.4416,3.5612,-2.5638,3
2.917,-8.7601,-14.0696,17.3971,12.5632,10.1699,-8.8225,-12.2554,6.0778,-3.4748,3
5.4749,-9.2326,-13.5249,14.1021,13.079,11.129,-4.3386,-11.5098,6.4445,-4.0112,3
5.4268,-10.0333,-11.5109,14.5913,15.4835,7.6803,-7.2423,-8.6974,3.248,-3.4418,3
3.2912,-9.8168,-13.8585,14.3907,15.3221,9.2247,-6.2643,-12.1032,4.7809,-4.3428,3
3.6777,-8.7355,-13.2793,10.0689,13.1114,10.6105,-8.019,-11.026,4.8589,-1.8236,3
2.1975,-11.5877,-10.8971,14.6903,14.936,10.6148,-5.1075,-10.6536,4.5311,0.2711,3
5.159,-9.3136,-13.4804,11.6313,14.3119,11.7793,-7.6028,-10.5427,4.8198,-2.3746,3
1.4632,-11.013,-12.0783,14.6233,14.3227,8.5007,-7.5169,-11.9772,4.9796,-1.4787,3
2.7445,-10.3278,-12.81,13.9949,15.8048,8.7464,-5.0433,-9.3644,6.3851,-0.049,3
2.2954,-10.9648,-13.2875,13.3872,15.5752,8.1574,-5.9945,-10.4576,5.8503,-1.8117,3
3.5841,-11.5756,-14.7641,11.0842,14.279,10.6302,-4.7132,-10.3544,7.7083,-1.5785,3
3.1294,-7.6703,-14.1,11.6988,13.4606,8.5683,-5.7891,-13.3449,6.0816,-2.6491,3
5.0687,-11.6761,-13.2577,12.9642,14.3153,10.642,-5.4623,-12.2627,6.5639,-0.5309,3
3.6301,-9.3029,-12.0785,11.0007,13.4428,9.8163,-6.299,-12.5021,6.0893,-1.199,3
3.9269,-11.0726,-15.1752,14.6731,12.8553,8.0346,-7.2142,-10.3433,5.845,-1.2816,3
4.2607,-9.9478,-11.5294,11.6714,12.3406,7.5408,-5.2291,-11.3102,4.8181,-2.1441,3
5.1285,-10.9259,-12.6053,12.438,15.6129,10.1946,-7.96,-12.461,2.4085,-0.4447,3
6.2973,-13.1549,-15.1891,13.7175,13.9413,8.6357,-8.468,-11.5847,6.8583,2.4751,3
5.1873,-11.8324,-13.0663,14.3547,12.9366,10.4219,-4.8065,-10.2138,6.7304,-1.3677,3
2.2694,-11.8239,-12.7199,12.8608,13.5082,10.9346,-3.8082,-13.9229,5.2113,-2.4452,3
3.6987,-13.2837,-15.2397,13.2903,15.1481,9.3649,-4.8543,-11.7739,7.4414,0.4334,3
2.0857,-8.5588,-12.2863,17.2236,12.7722,9.0768,-7.41,-13.5292,6.1053,-1.4871,3
4.0385,-9.1046,-13.4019,13.1028,12.5128,8.2002,-5.9468,-11.7743,6.5932,-0.8821,3
5.562,-11.3433,-13.3973,12.1386,15.8849,8.4982,-4.129,-9.8907,6.1471,-1.3558,3
3.2843,-10.3599,-13.7045,13.2454,16.7055,7.6891,-5.5547,-11.0029,5.1004,-1.1713,3
0.9694,-7.8967,-11.3517,13.3189,12.6492,10.4413,-7.5838,-13.5768,5.4466,0.4816,3
4.1872,-10.8548,-15.5716,13.5288,14.3461,9.1428,-3.152,-12.2677,2.1038,-2.4061,3
3.9083,-9.3039,-13.3135,12.9532,10.9695,9.3806,-6.3695,-11.696,6.2639,0.0662,3
1.793,-11.8252,-13.9094,12.3632,12.7308,11.4193,-5.639,-9.1112,5.5224,-3.5532,3
2.0141,-8.3476,-14.7492,14.3034,13.4338,7.8572,-3.7818,-12.9527,4.2856,-1.9138,3
2.464,-6.5618,-11.4579,12.5805,13.256,6.2227,-5.6555,-13.1904,5.659,-4.7448,3
3.1862,-7.3363,-12.9672,12.3045,13.9383,9.1555,-2.5738,-12.5691,3.7221,-1.7632,3
3.5196,-9.0408,-11.9148,16.3999,13.0755,8.2221,-8.6428,-11.0774,4.196,-0.4578,3
2.4889,-7.2953,-15.1987,15.001,15.3247,10.0418,-7.5375,-11.2731,5.7173,-4.5408,3
5.5638,-10.4027,-10.8266,13.3651,15.4425,7.9626,-5.5399,-11.8539,5.0416,-3.0993,3
-1.3739,-11.1529,-11.9977,11.3737,12.1868,7.0996,-5.5483,-13.4099,7.3575,-0.6935,3
3.5265,-9.4284,-14.1929,12.3225,15.0355,10.622,-4.8082,-12.7757,4.94,-3.1931,3
4.3787,-12.8265,-16.3548,10.4593,10.7549,11.2876,-4.6814,-13.8677,5.3681,0.4033,3
3.9766,-6.7127,-13.2199,12.4838,12.3473,9.2874,-4.4575,-11.9211,4.9897,0.0894,3
4.0197,-10.0544,-14.1983,13.0849,14.6781,8.0814,-7.7121,-12.7901,5.4532,0.2495,3
1.4863,-9.5442,-13.4648,13.1247,16.278,9.3737,-7.2319,-10.7367,6.7499,-3.2972,3
1.4369,-9.2685,-13.0979,12.7607,15.5534,8.3635,-5.2292,-10.3079,5.0183,-4.5391,3
2.6217,-9.6004,-11.5439,12.6848,16.5536,7.3037,-5.6154,-12.4286,7.5476,-4.0059,3
3.8648,-10.2506,-10.7547,12.2237,14.5919,7.9946,-5.5795,-12.6239,4.9491,-4.7766,3
3.8482,-11.5076,-14.7235,11.1336,12.3849,10.0026,-5.1848,-11.0743,3.9865,-1.4733,3
2.3033,-8.4522,-12.4094,12.4818,15.5298,10.0129,-7.9421,-14.5771,3.5055,0.6783,3
1.7032,-7.0701,-14.6494,11.7058,15.2889,10.6402,-5.0278,-11.0557,4.3246,-0.5459,3
3.5863,-10.4322,-12.9065,15.0575,14.5567,6.0152,-4.5247,-10.8479,4.9584,-1.6203,3
3.3955,-12.8535,-13.651,12.9221,13.7309,8.4631,-4.8673,-13.2835,6.8921,-0.8718,3
5.267,-7.2836,-10.4378,11.6881,14.4852,8.1752,-0.9411,-11.1487,7.6515,-1.1424,3
-0.7268,-11.0596,-14.0768,12.8814,14.5083,10.0039,-9.8026,-12.4252,4.7982,0.2761,3
4.1147,-10.1589,-12.7129,10.936,14.961,8.6586,-7.0727,-10.0985,5.9374,-2.7936,3
2.3198,-9.3354,-12.6162,13.5107,12.1639,7.6687,-6.9841,-12.3641,5.465,-2.0354,3
3.055,-7.0624,-11.7746,15.2489,14.6654,9.3605,-5.2466,-11.7311,6.739,-3.2581,3
4.3135,-9.6337,-15.7591,13.5951,12.0096,8.4494,-6.1004,-14.3305,5.4464,-1.6927,3
4.359,-10.5649,-12.6367,13.3234,13.3416,6.7461,-6.029,-10.9531,4.1264,-2.1221,3
3.1206,-8.2306,-13.0033,13.8987,13.956,8.5135,-7.5633,-12.4974,6.117,-1.6108,3
5.4456,-8.4655,-11.1876,10.4182,16.338,9.6521,-5.2482,-10.7258,5.559,-3.401,3
5.3975,-11.0366,-14.527,13.1151,13.39,9.2576,-6.0089,-10.0491,6.216,-3.0821,3
2.1456,-10.4666,-13.6248,12.6944,12.3163,9.6875,-6.545,-13.4975,6.2552,-0.5237,3
2.8579,-7.212,-9.7252,14.2119,13.2657,9.6554,-7.6983,-13.3776,3.003,-2.7381,3
1.3776,-8.9482,-14.1722,13.8815,15.0908,11.0089,-6.3917,-11.6039,6.0407,0.1127,3
4.4017,-7.9293,-15.5454,12.4702,15.5167,10.123,-6.0492,-12.7809,6.71,-4.7648,3
4.4146,-9.7482,-13.7817,14.2202,13.3899,9.2954,-5.931,-10.953,5.7658,-4.6591,3
1.1382,-11.5105,-12.3636,14.3018,16.4745,7.7303,-3.8977,-14.9767,5.5536,-1.4276,3
3.5887,-10.3487,-12.8716,11.6137,15.2667,9.6266,-5.3182,-12.4884,5.035,-1.0083,3
5.6113,-11.9747,-15.2146,13.8659,13.4707,9.4381,-5.8973,-11.1368,5.0977,-3.6077,3
2.0416,-10.125,-14.9309,13.4113,14.0601,8.7152,-5.5478,-14.4913,4.0972,-3.5095,3
4.5461,-6.425,-14.3697,13.1137,12.9288,9.5838,-6.7742,-11.6457,6.5245,-3.6312,3
3.6336,-12.5754,-13.4333,12.981,13.6253,8.7838,-6.604,-12.4685,5.8842,-1.396,3
3.3991,-10.7447,-11.4279,15.7546,12.0363,9.4983,-6.5638,-10.6814,5.5081,-1.7157,3
3.9688,-10.3306,-10.5322,14.2312,15.3664,8.9211,-6.0459,-10.8524,6.5938,-3.6684,3
3.4178,-9.1735,-13.2439,14.035,13.837,5.8818,-7.8279,-10.6074,5.1604,-1.5109,3
3.2209,-11.1222,-13.7491,13.96,14.6155,12.5345,-6.5782,-9.5639,4.2364,-1.0625,3
3.4932,-10.0731,-13.0569,12.5326,15.3248,7.988,-5.3853,-10.936,7.6033,-0.3378,3
4.085,-10.8409,-14.2271,11.7587,12.1176,9.2498,-6.9527,-10.271,4.6585,-1.654,3
2.8294,-11.9901,-11.4143,14.5098,15.1847,10.1443,-7.0008,-13.1799,6.205,0.519,3
3.8053,-8.4166,-13.8373,15.1133,13.3398,9.6122,-6.4108,-10.7361,6.8811,-4.0106,3
5.2143,-6.3197,-13.5815,13.2764,15.8281,9.3521,-5.8675,-9.2244,3.4955,-2.9789,3
3.8531,-12.3136,-13.608,12.8933,15.4116,10.2912,-8.3864,-13.1095,4.4919,-2.1203,3
1.58,-9.2068,-14.0897,14.3495,13.9647,7.7923,-3.7792,-9.9432,5.9625,-2.1542,3
1.6419,-8.2776,-11.8145,12.2456,12.9387,9.9373,-7.6248,-13.0084,3.9661,-3.3079,3
2.1462,-8.5253,-15.6803,14.1168,14.3559,10.7044,-5.476,-12.6381,4.304,-0.3098,3
3.9718,-10.624,-11.6851,12.7977,13.9675,8.3452,-5.0608,-13.5611,5.0791,-2.7773,3
3.6219,-9.3015,-14.7047,14.0762,11.7539,12.5399,-6.6288,-10.4959,5.8287,-1.4327,3
1.4772,-8.6191,-12.9755,14.1718,13.8329,9.447,-7.1923,-12.2992,4.8972,-2.8538,3
3.4281,-9.3392,-12.6723,13.3132,14.5856,9.6152,-5.7153,-11.8206,7.3015,-3.603,3
2.7485,-9.377,-15.4226,15.5404,14.3512,10.6873,-4.1819,-11.4512,2.1781,-1.5739,3
3.5442,-11.5146,-15.733,14.1591,12.0952,12.344,-5.4669,-10.0426,5.5737,-0.6681,3
3.3062,-8.3759,-16.106,14.7988,14.9721,9.0207,-6.4753,-12.5185,5.9511,0.0256,3
2.4251,-12.4369,-9.3216,14.4739,13.3821,11.0352,-4.461,-11.3314,4.8114,-0.7944,3
4.8607,-12.4644,-12.7117,13.9138,14.3681,9.3212,-4.0825,-12.3868,5.5228,-1.3219,3
2.9592,-11.9633,-12.7273,13.8048,13.4212,9.0534,-10.6314,-10.2572,6.8785,-3.8022,3
2.2131,-7.7115,-14.7807,14.1843,13.2309,9.8671,-5.7864,-12.4947,6.1098,-2.535,3
0.55,-11.2759,-14.6202,11.0604,14.5231,8.9928,-5.3307,-11.2887,6.6617,-1.185,3
1.7569,-9.015,-12.7157,16.7517,13.9808,9.8263,-6.0038,-11.9965,5.4991,-2.4474,3
3.4924,-8.9516,-13.6777,14.7199,15.0404,7.9315,-7.3071,-11.3976,4.6457,-3.364,3
5.8017,-11.3338,-15.3338,12.291,14.3164,9.3622,-3.0308,-13.2224,5.8812,-0.1027,3
2.2378,-8.8287,-15.7967,16.1047,15.4611,8.2309,-4.6169,-10.1001,3.594,-2.6952,3
5.2455,-9.7831,-12.3942,13.5719,15.3062,10.0213,-5.7023,-15.2224,6.487,-0.7016,3
1.367,-11.6417,-12.2721,13.7581,11.0068,8.0189,-5.3908,-11.0548,4.6505,-2.0166,3
1.9073,-7.8984,-12.7866,12.465,12.2345,7.3516,-3.1443,-12.3301,4.9277,-2.1153,3
2.281,-10.0448,-12.9961,13.4891,12.0751,10.5906,-6.691,-13.0578,4.4713,-3.3741,3
3.628,-8.5418,-14.1329,10.7019,12.4283,8.5795,-7.7087,-12.9679,4.6997,-1.8187,3
1.0439,-9.0141,-10.557,15.6102,13.0929,10.2549,-5.0362,-12.1351,5.7925,-0.7709,3
4.5514,-11.1018,-11.9269,15.9663,15.2922,11.5566,-9.7369,-11.1763,5.9234,-0.2548,3
1.5379,-10.6435,-11.6976,11.8771,14.3324,9.2265,-6.1555,-11.2108,3.8537,-2.9656,3
3.0175,-11.686,-11.2021,12.2684,15.1485,7.9387,-4.8053,-14.4831,7.6399,-0.0927,3
2.3975,-11.1227,-12.3617,11.1774,14.0211,8.0405,-6.2431,-13.0356,4.3294,0.7618,3
4.3972,-12.1041,-14.3622,14.7527,15.422,7.1743,-4.8137,-11.6723,2.6145,-2.4002,3
3.0221,-9.8115,-15.0293,12.322,13.0345,8.4484,-6.6401,-12.2688,5.9914,0.8659,3
4.5327,-7.909,-13.7696,11.9607,15.1711,9.2276,-4.7661,-13.3933,6.4999,-2.0583,3
2.535,-10.4344,-12.3128,14.6278,13.4193,9.7684,-5.3504,-10.9623,7.0074,0.9214,3
2.5286,-7.6943,-12.8728,11.8244,12.9932,9.9509,-4.7759,-13.5942,4.3812,-2.5951,3
1.9313,-12.7044,-16.3774,12.8939,14.3471,10.2353,-7.9051,-14.0878,4.7351,-1.7904,3
4.7395,-8.8077,-13.6002,14.0068,12.7037,9.3634,-5.9552,-9.9634,6.2673,-2.9516,3
2.0855,-10.3839,-15.3952,13.1215,13.7535,9.9517,-4.9434,-11.9215,3.082,-3.627,3
2.3187,-8.9058,-12.1207,13.0924,17.5086,11.5943,-4.0017,-11.0188,6.2148,-1.2171,3
0.5188,-11.4612,-13.3817,13.6584,13.7823,9.6603,-9.0165,-11.3113,5.6202,-2.0766,3
4.6173,-11.4526,-13.4038,13.8932,12.6894,6.2469,-7.5911,-12.1669,5.1535,-1.8228,3
2.2374,-11.8527,-12.8429,13.2168,14.9257,8.1304,-8.8929,-15.9765,4.9248,-1.6036,3
2.8779,-10.732,-15.4355,10.6325,14.5199,8.9105,-6.4069,-14.3825,4.0776,-1.7278,3
3.6533,-10.1306,-10.9796,12.6033,15.8993,9.5772,-5.6994,-10.6711,4.5908,-2.2892,3
1.391,-8.4815,-12.5452,15.1133,14.2763,10.9065,-6.9825,-10.589,4.9303,-1.7916,3
4.3189,-6.3925,-11.8184,14.8381,13.1509,9.4874,-6.0054,-9.9583,5.3081,0.1974,3
1.2739,-7.7861,-14.3406,14.7474,12.6725,10.1794,-7.3055,-10.5151,6.7949,-2.6965,3
4.0935,-8.4631,-14.4334,11.9156,12.362,7.4324,-7.4757,-10.6827,6.3638,-4.3394,3
2.4611,-11.621,-11.7562,12.7921,11.6523,9.5072,-4.9518,-13.5004,5.1296,-3.149,3
